layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 720, 720, 3]",1555200,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 3]",1555200,0
conv2d_1,Conv2D,"[None, 720, 720, 3]",1,float32,16,"[3, 3]",linear,True,"[None, 720, 720, 16]",8294400,448
batch_normalization_1,BatchNormalization,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 16]",8294400,64
activation_1,Activation,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,relu,NaN,"[None, 720, 720, 16]",8294400,0
conv2d_2,Conv2D,"[None, 720, 720, 16]",8294400,float32,16,"[1, 1]",linear,True,"[None, 720, 720, 16]",8294400,272
batch_normalization_2,BatchNormalization,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 16]",8294400,64
activation_2,Activation,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,relu,NaN,"[None, 720, 720, 16]",8294400,0
conv2d_3,Conv2D,"[None, 720, 720, 16]",8294400,float32,16,"[3, 3]",linear,True,"[None, 720, 720, 16]",8294400,2320
batch_normalization_3,BatchNormalization,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 16]",8294400,64
activation_3,Activation,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,relu,NaN,"[None, 720, 720, 16]",8294400,0
conv2d_5,Conv2D,"[None, 720, 720, 16]",8294400,float32,64,"[1, 1]",linear,True,"[None, 720, 720, 64]",33177600,1088
conv2d_4,Conv2D,"[None, 720, 720, 64]",33177600,float32,64,"[1, 1]",linear,True,"[None, 720, 720, 64]",33177600,1088
add_1,Add,"[None, 720, 720, 64]",33177600,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 64]",33177600,0
batch_normalization_4,BatchNormalization,"[None, 720, 720, 64]",33177600,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 64]",33177600,256
activation_4,Activation,"[None, 720, 720, 64]",33177600,float32,NaN,NaN,relu,NaN,"[None, 720, 720, 64]",33177600,0
conv2d_6,Conv2D,"[None, 720, 720, 64]",33177600,float32,16,"[1, 1]",linear,True,"[None, 720, 720, 16]",8294400,1040
batch_normalization_5,BatchNormalization,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 16]",8294400,64
activation_5,Activation,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,relu,NaN,"[None, 720, 720, 16]",8294400,0
conv2d_7,Conv2D,"[None, 720, 720, 16]",8294400,float32,16,"[3, 3]",linear,True,"[None, 720, 720, 16]",8294400,2320
batch_normalization_6,BatchNormalization,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 16]",8294400,64
activation_6,Activation,"[None, 720, 720, 16]",8294400,float32,NaN,NaN,relu,NaN,"[None, 720, 720, 16]",8294400,0
conv2d_8,Conv2D,"[None, 720, 720, 16]",8294400,float32,64,"[1, 1]",linear,True,"[None, 720, 720, 64]",33177600,1088
add_2,Add,"[None, 720, 720, 64]",33177600,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 64]",33177600,0
batch_normalization_7,BatchNormalization,"[None, 720, 720, 64]",33177600,float32,NaN,NaN,NaN,NaN,"[None, 720, 720, 64]",33177600,256
activation_7,Activation,"[None, 720, 720, 64]",33177600,float32,NaN,NaN,relu,NaN,"[None, 720, 720, 64]",33177600,0
conv2d_9,Conv2D,"[None, 720, 720, 64]",33177600,float32,64,"[1, 1]",linear,True,"[None, 360, 360, 64]",8294400,4160
batch_normalization_8,BatchNormalization,"[None, 360, 360, 64]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 360, 360, 64]",8294400,256
activation_8,Activation,"[None, 360, 360, 64]",8294400,float32,NaN,NaN,relu,NaN,"[None, 360, 360, 64]",8294400,0
conv2d_10,Conv2D,"[None, 360, 360, 64]",8294400,float32,64,"[3, 3]",linear,True,"[None, 360, 360, 64]",8294400,36928
batch_normalization_9,BatchNormalization,"[None, 360, 360, 64]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 360, 360, 64]",8294400,256
activation_9,Activation,"[None, 360, 360, 64]",8294400,float32,NaN,NaN,relu,NaN,"[None, 360, 360, 64]",8294400,0
conv2d_12,Conv2D,"[None, 360, 360, 64]",8294400,float32,128,"[1, 1]",linear,True,"[None, 360, 360, 128]",16588800,8320
conv2d_11,Conv2D,"[None, 360, 360, 128]",16588800,float32,128,"[1, 1]",linear,True,"[None, 360, 360, 128]",16588800,8320
add_3,Add,"[None, 360, 360, 128]",16588800,float32,NaN,NaN,NaN,NaN,"[None, 360, 360, 128]",16588800,0
batch_normalization_10,BatchNormalization,"[None, 360, 360, 128]",16588800,float32,NaN,NaN,NaN,NaN,"[None, 360, 360, 128]",16588800,512
activation_10,Activation,"[None, 360, 360, 128]",16588800,float32,NaN,NaN,relu,NaN,"[None, 360, 360, 128]",16588800,0
conv2d_13,Conv2D,"[None, 360, 360, 128]",16588800,float32,64,"[1, 1]",linear,True,"[None, 360, 360, 64]",8294400,8256
batch_normalization_11,BatchNormalization,"[None, 360, 360, 64]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 360, 360, 64]",8294400,256
activation_11,Activation,"[None, 360, 360, 64]",8294400,float32,NaN,NaN,relu,NaN,"[None, 360, 360, 64]",8294400,0
conv2d_14,Conv2D,"[None, 360, 360, 64]",8294400,float32,64,"[3, 3]",linear,True,"[None, 360, 360, 64]",8294400,36928
batch_normalization_12,BatchNormalization,"[None, 360, 360, 64]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 360, 360, 64]",8294400,256
activation_12,Activation,"[None, 360, 360, 64]",8294400,float32,NaN,NaN,relu,NaN,"[None, 360, 360, 64]",8294400,0
conv2d_15,Conv2D,"[None, 360, 360, 64]",8294400,float32,128,"[1, 1]",linear,True,"[None, 360, 360, 128]",16588800,8320
add_4,Add,"[None, 360, 360, 128]",16588800,float32,NaN,NaN,NaN,NaN,"[None, 360, 360, 128]",16588800,0
batch_normalization_13,BatchNormalization,"[None, 360, 360, 128]",16588800,float32,NaN,NaN,NaN,NaN,"[None, 360, 360, 128]",16588800,512
activation_13,Activation,"[None, 360, 360, 128]",16588800,float32,NaN,NaN,relu,NaN,"[None, 360, 360, 128]",16588800,0
conv2d_16,Conv2D,"[None, 360, 360, 128]",16588800,float32,128,"[1, 1]",linear,True,"[None, 180, 180, 128]",4147200,16512
batch_normalization_14,BatchNormalization,"[None, 180, 180, 128]",4147200,float32,NaN,NaN,NaN,NaN,"[None, 180, 180, 128]",4147200,512
activation_14,Activation,"[None, 180, 180, 128]",4147200,float32,NaN,NaN,relu,NaN,"[None, 180, 180, 128]",4147200,0
conv2d_17,Conv2D,"[None, 180, 180, 128]",4147200,float32,128,"[3, 3]",linear,True,"[None, 180, 180, 128]",4147200,147584
batch_normalization_15,BatchNormalization,"[None, 180, 180, 128]",4147200,float32,NaN,NaN,NaN,NaN,"[None, 180, 180, 128]",4147200,512
activation_15,Activation,"[None, 180, 180, 128]",4147200,float32,NaN,NaN,relu,NaN,"[None, 180, 180, 128]",4147200,0
conv2d_19,Conv2D,"[None, 180, 180, 128]",4147200,float32,256,"[1, 1]",linear,True,"[None, 180, 180, 256]",8294400,33024
conv2d_18,Conv2D,"[None, 180, 180, 256]",8294400,float32,256,"[1, 1]",linear,True,"[None, 180, 180, 256]",8294400,33024
add_5,Add,"[None, 180, 180, 256]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 180, 180, 256]",8294400,0
batch_normalization_16,BatchNormalization,"[None, 180, 180, 256]",8294400,float32,NaN,NaN,NaN,NaN,"[None, 180, 180, 256]",8294400,1024
