layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 299, 299, 3]",268203,float32,NaN,NaN,NaN,NaN,"[None, 299, 299, 3]",268203,0
conv1_pad,ZeroPadding2D,"[None, 299, 299, 3]",1,float32,NaN,NaN,NaN,NaN,"[None, 305, 305, 3]",279075,0
conv1_conv,Conv2D,"[None, 305, 305, 3]",279075,float32,64,"[7, 7]",linear,True,"[None, 150, 150, 64]",1440000,9472
conv1_bn,BatchNormalization,"[None, 150, 150, 64]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 150, 150, 64]",1440000,256
conv1_relu,Activation,"[None, 150, 150, 64]",1440000,float32,NaN,NaN,relu,NaN,"[None, 150, 150, 64]",1440000,0
pool1_pad,ZeroPadding2D,"[None, 150, 150, 64]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 152, 152, 64]",1478656,0
pool1_pool,MaxPooling2D,"[None, 152, 152, 64]",1478656,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 64]",360000,0
conv2_block1_1_conv,Conv2D,"[None, 75, 75, 64]",360000,float32,64,"[1, 1]",linear,True,"[None, 75, 75, 64]",360000,4160
conv2_block1_1_bn,BatchNormalization,"[None, 75, 75, 64]",360000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 64]",360000,256
conv2_block1_1_relu,Activation,"[None, 75, 75, 64]",360000,float32,NaN,NaN,relu,NaN,"[None, 75, 75, 64]",360000,0
conv2_block1_2_conv,Conv2D,"[None, 75, 75, 64]",360000,float32,64,"[3, 3]",linear,True,"[None, 75, 75, 64]",360000,36928
conv2_block1_2_bn,BatchNormalization,"[None, 75, 75, 64]",360000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 64]",360000,256
conv2_block1_2_relu,Activation,"[None, 75, 75, 64]",360000,float32,NaN,NaN,relu,NaN,"[None, 75, 75, 64]",360000,0
conv2_block1_0_conv,Conv2D,"[None, 75, 75, 64]",360000,float32,256,"[1, 1]",linear,True,"[None, 75, 75, 256]",1440000,16640
conv2_block1_3_conv,Conv2D,"[None, 75, 75, 256]",1440000,float32,256,"[1, 1]",linear,True,"[None, 75, 75, 256]",1440000,16640
conv2_block1_0_bn,BatchNormalization,"[None, 75, 75, 256]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 256]",1440000,1024
conv2_block1_3_bn,BatchNormalization,"[None, 75, 75, 256]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 256]",1440000,1024
conv2_block1_add,Add,"[None, 75, 75, 256]",1440000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 256]",1440000,0
conv2_block1_out,Activation,"[None, 75, 75, 256]",1440000,float32,NaN,NaN,relu,NaN,"[None, 75, 75, 256]",1440000,0
conv2_block2_1_conv,Conv2D,"[None, 75, 75, 256]",1440000,float32,64,"[1, 1]",linear,True,"[None, 75, 75, 64]",360000,16448
conv2_block2_1_bn,BatchNormalization,"[None, 75, 75, 64]",360000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 64]",360000,256
conv2_block2_1_relu,Activation,"[None, 75, 75, 64]",360000,float32,NaN,NaN,relu,NaN,"[None, 75, 75, 64]",360000,0
conv2_block2_2_conv,Conv2D,"[None, 75, 75, 64]",360000,float32,64,"[3, 3]",linear,True,"[None, 75, 75, 64]",360000,36928
conv2_block2_2_bn,BatchNormalization,"[None, 75, 75, 64]",360000,float32,NaN,NaN,NaN,NaN,"[None, 75, 75, 64]",360000,256
